UserID,FollowersCount,PostsCount,LikesPerPost,MessagesSent,PhotosPerDay,PostTime,AM_PM,Topic,TZ
927491601,7537,308,274,1432,4.92,1,PM,technologies,UTC-5
513219762,7128,174,268,1235,1.68,2,AM,traveling,UTC+3
100564078,3774,468,808,1384,4.65,9,AM,technologies,UTC+1
139157856,5133,355,14,830,4.27,7,PM,traveling,UTC+8
81625363,7638,306,541,1420,1.17,10,PM,traveling,UTC+3
740965000,5986,445,273,1085,2.42,6,PM,sport,UTC+5
744565785,477,43,92,1935,0.92,9,PM,music,UTC+3
799151074,2227,52,512,334,2.22,5,PM,food,UTC+1
743495390,6425,324,308,1673,4.34,9,PM,sport,UTC+8
357198869,7349,327,887,1397,2.09,6,PM,traveling,UTC-8
362206301,6310,383,522,470,3.43,3,PM,music,UTC+8
980419632,5712,56,558,1516,1.3,10,PM,music,UTC+0
172376185,6578,401,784,205,3.53,2,PM,food,UTC+5
485755019,7051,60,613,1615,1.46,8,PM,traveling,UTC+1
47346332,5756,179,173,1770,0.88,3,AM,food,UTC+8
797259434,6375,426,440,1909,3.38,4,PM,technologies,UTC+8
927888768,9183,487,422,625,2.07,2,AM,food,UTC+8
222180286,2880,96,196,514,2.49,9,PM,sport,UTC+5
986563767,4297,213,965,1585,4.67,7,AM,music,UTC+0
673654787,2170,292,372,1697,0.96,4,AM,traveling,UTC-8
170006513,7913,186,423,481,2.9,10,AM,technologies,UTC-5
552397333,7641,208,626,1980,3.78,8,AM,sport,UTC+1
688872565,4250,201,444,852,0.85,7,PM,sport,UTC-8
910881721,3574,96,570,1942,1.18,9,PM,political,UTC+8
49744771,3712,433,889,1556,3.52,7,PM,food,UTC+5
42762902,9531,146,320,1731,3.29,5,AM,traveling,UTC+8
499937702,1418,183,628,130,4.55,6,PM,political,UTC+8
322242160,5373,28,956,707,3.82,6,PM,traveling,UTC-8
897686749,9828,280,390,924,3.32,11,AM,sport,UTC+8
778707087,6797,264,890,1231,2.23,2,PM,music,UTC+8
991487763,5303,58,353,1500,3.08,8,PM,traveling,UTC+0
400164043,5652,183,621,20,0.12,10,AM,food,UTC+8
939883565,5399,38,18,242,4.93,8,PM,political,UTC+8
19797243,3777,20,628,291,2.49,2,AM,sport,UTC+8
205497065,1892,410,263,869,2.42,6,PM,traveling,UTC+1
34054967,8405,437,609,1391,1.55,3,AM,music,UTC-8
789647954,4481,386,592,859,3.16,4,AM,political,UTC-5
56481417,5841,4,494,948,1.26,6,AM,music,UTC+3
896308951,7268,283,739,1115,0.85,3,AM,political,UTC+5
909703593,2459,460,479,272,4.65,6,AM,traveling,UTC+8
738934267,4795,104,617,846,3.54,9,AM,sport,UTC+1
181363047,2110,97,659,852,1.17,2,AM,traveling,UTC+5
419571553,3364,252,215,700,3.48,3,AM,food,UTC+5
300021282,8485,162,12,1205,3.58,3,PM,sport,UTC+8
379517964,1354,242,319,1821,2.41,7,AM,political,UTC-8
787682618,4249,293,331,128,2.71,4,PM,traveling,UTC+5
851436545,6050,410,366,97,4.58,11,PM,music,UTC+8
201019420,5946,482,647,1294,4.59,7,PM,political,UTC+8
424768473,5245,115,183,43,3.27,6,PM,music,UTC+5
246597448,9803,60,204,1675,2.06,6,PM,political,UTC+5
222446715,599,485,137,507,4.1,4,AM,political,UTC+8
809541921,3862,403,762,707,1.98,3,AM,traveling,UTC+8
128538134,2770,367,900,263,1.15,8,PM,political,UTC+8
623806405,965,88,207,1400,1.17,6,PM,music,UTC+8
261624340,3711,57,967,1338,2.37,1,AM,music,UTC+8
666712643,2292,480,744,1048,3.03,6,AM,food,UTC+8
983588999,1484,42,934,70,2.38,1,AM,technologies,UTC+1
54724617,839,336,395,337,0.94,8,PM,technologies,UTC+1
720758211,1973,377,247,978,0.64,2,PM,political,UTC+0
799419549,9328,452,492,786,3.76,6,PM,political,UTC+3
366268075,4397,406,59,633,4.94,9,AM,music,UTC+3
753945263,2155,373,404,1960,4.28,9,PM,sport,UTC+8
481543607,2331,122,530,18,1.73,9,PM,food,UTC+8
375599482,8601,115,571,132,1.53,3,PM,political,UTC+5
417862204,5893,333,15,1663,3.71,1,PM,political,UTC+3
224681684,3013,73,34,972,3.14,2,PM,music,UTC+3
736826792,638,21,420,1810,1.35,7,AM,food,UTC+0
561768433,585,320,415,1366,4.88,7,PM,technologies,UTC+3
517866164,5980,275,979,1678,2.93,11,PM,music,UTC-5
775653946,9737,157,759,829,3.88,7,AM,traveling,UTC-5
260754158,3235,446,776,1993,2.0,2,PM,food,UTC+8
457302627,3202,453,213,1585,4.52,10,PM,music,UTC+1
702788531,3337,243,37,1974,0.43,6,PM,traveling,UTC+1
77163161,5446,95,688,1601,2.04,3,PM,political,UTC+0
430771891,9344,72,967,1067,3.61,6,AM,music,UTC+1
337551369,3271,360,316,1962,3.06,5,PM,traveling,UTC+8
509720642,614,388,651,1887,0.09,9,PM,traveling,UTC+3
892706697,7746,462,154,983,0.67,3,PM,political,UTC+8
619149518,2349,237,179,1430,0.34,10,PM,music,UTC+5
141810903,9068,317,826,973,1.85,11,PM,technologies,UTC+8
142803436,4133,32,443,880,4.12,9,AM,music,UTC-5
304398049,621,200,188,1525,4.5,8,AM,sport,UTC+1
694050332,2319,106,619,45,3.11,10,AM,music,UTC+8
374820897,9933,5,62,1161,2.64,5,AM,music,UTC+3
250134471,9498,300,879,1985,0.73,4,PM,music,UTC-5
13524246,649,161,949,1905,3.49,7,AM,food,UTC+8
873872637,5332,494,326,610,4.44,1,PM,technologies,UTC-5
581343199,6578,164,0,1019,3.21,2,PM,food,UTC+1
972394483,5687,427,24,491,2.57,7,PM,political,UTC+3
459979962,1655,435,422,41,3.01,6,AM,music,UTC+1
102079329,4200,375,709,244,3.31,4,PM,political,UTC+8
583923495,4234,168,747,1115,0.86,5,PM,technologies,UTC+8
338646174,1524,303,654,1378,2.36,6,AM,political,UTC+1
502592948,7913,204,423,367,3.9,1,PM,food,UTC+1
554486253,3213,253,178,618,4.97,7,PM,traveling,UTC+3
38058450,2296,484,226,806,3.58,4,AM,traveling,UTC+3
806322802,9920,490,768,1603,4.28,2,PM,technologies,UTC+0
995942494,2585,266,943,1934,3.06,4,PM,political,UTC-8
933246784,4253,110,869,1476,2.09,10,PM,technologies,UTC+8
498491882,3447,349,326,419,3.21,5,PM,music,UTC+8
363389983,9539,281,297,1203,1.04,1,PM,technologies,UTC+3
188474812,9253,47,786,402,1.97,2,PM,technologies,UTC+8
106606695,9136,404,128,1475,0.17,6,PM,food,UTC+8
725843915,8703,20,789,1772,3.24,1,AM,technologies,UTC+3
920252227,8284,391,352,1696,4.66,8,PM,traveling,UTC+8
373048319,8961,146,900,270,1.26,4,AM,music,UTC+8
245292376,1022,185,549,1721,1.48,6,AM,traveling,UTC+8
928231553,1591,310,708,828,2.4,7,AM,traveling,UTC+8
296716391,5109,317,679,1659,1.85,1,PM,music,UTC+8
873555871,658,240,390,989,0.97,11,PM,technologies,UTC+8
240044504,9041,153,95,271,1.36,3,AM,food,UTC-5
315903636,3600,303,294,936,4.99,4,PM,technologies,UTC-5
519208735,9122,28,967,1747,0.73,1,AM,music,UTC-5
777209450,1949,448,316,266,0.37,11,AM,traveling,UTC+8
641772158,7293,57,686,1329,3.58,2,PM,traveling,UTC+1
876184372,2314,94,880,514,4.57,5,PM,political,UTC+1
895369730,5017,414,148,505,0.34,6,AM,sport,UTC+5
628827384,9196,43,213,1581,0.5,6,AM,traveling,UTC-5
223613184,8998,101,270,1142,2.99,9,PM,political,UTC-5
976147615,4358,300,895,1177,0.37,6,AM,sport,UTC+8
9224257,5568,239,692,882,2.65,8,PM,technologies,UTC-5
490065885,5147,276,664,1099,3.77,5,PM,political,UTC+0
814374338,2198,315,255,324,4.72,11,PM,music,UTC+8
914566465,8241,323,584,1889,4.99,10,PM,technologies,UTC+8
356864656,9594,352,705,1621,3.52,8,PM,traveling,UTC+1
126598140,5433,156,196,1050,4.19,8,PM,traveling,UTC+3
779134710,2947,376,628,275,1.04,2,PM,traveling,UTC+5
584509395,2179,366,659,206,4.01,4,AM,technologies,UTC+8
588203629,1574,252,989,1706,0.51,6,PM,traveling,UTC+8
467961887,7226,145,993,657,1.4,7,AM,sport,UTC+3
723711991,701,387,364,49,4.77,6,PM,food,UTC+8
511742222,6057,207,675,1498,2.24,4,PM,traveling,UTC-5
504568337,5523,451,932,219,0.76,6,PM,technologies,UTC+3
463126204,7749,164,725,1425,1.16,7,PM,food,UTC-5
977981894,4297,449,115,264,2.32,5,AM,food,UTC+1
974799262,2946,405,744,954,1.06,5,AM,technologies,UTC-5
336250395,260,267,399,1488,0.36,3,PM,music,UTC+8
705909435,7919,380,671,1362,1.37,2,AM,food,UTC+8
480825220,8909,24,601,1214,0.59,4,PM,political,UTC+8
959425658,4758,394,861,191,4.23,9,PM,music,UTC+8
527037918,8999,79,694,1363,2.24,9,AM,music,UTC+8
653565512,662,406,708,1736,2.28,7,PM,sport,UTC-5
952185151,5050,210,396,163,0.89,10,PM,political,UTC-8
570948758,494,423,531,1531,4.43,8,AM,technologies,UTC+1
869797836,3586,424,396,995,2.6,3,PM,music,UTC-8
288388983,1595,397,612,1007,2.43,9,PM,food,UTC-5
592834547,2766,459,594,1590,1.15,10,AM,music,UTC+8
678903537,1683,158,338,1967,4.23,2,AM,technologies,UTC+1
791785979,4824,167,624,1644,3.21,9,AM,political,UTC-8
30244856,7949,354,107,1307,0.65,4,AM,food,UTC+1
893974483,5512,40,57,620,2.3,5,AM,music,UTC+1
900483859,8182,415,311,907,3.42,9,PM,sport,UTC+5
702688688,2228,486,761,1474,0.18,11,AM,sport,UTC+8
125809772,6247,13,60,1118,3.16,4,AM,food,UTC+1
149595931,6901,274,652,1631,1.29,3,AM,political,UTC+1
946075400,4476,86,620,113,1.55,8,AM,sport,UTC-5
975558374,7900,241,476,1251,0.05,10,PM,political,UTC-8
684763360,6466,116,392,1165,0.55,2,AM,political,UTC-5
774074768,6581,26,839,1073,0.26,10,PM,traveling,UTC-5
179550304,4497,48,32,1130,3.03,1,PM,traveling,UTC+3
50677585,2561,9,76,448,4.98,1,AM,traveling,UTC+5
576627554,7740,412,898,881,1.09,6,AM,sport,UTC+8
164433221,3354,431,603,1454,1.64,1,PM,music,UTC+1
103935180,5360,82,264,1389,1.47,7,PM,political,UTC+8
719269385,9221,366,867,842,4.67,8,AM,music,UTC+8
412523569,2939,212,319,746,4.95,3,PM,political,UTC+5
757367897,2813,74,798,1607,2.42,6,AM,food,UTC+1
342739566,9414,68,980,559,3.65,6,AM,traveling,UTC+0
627719944,2394,49,197,970,0.27,2,PM,technologies,UTC+8
675591917,1668,214,910,1161,3.62,8,AM,music,UTC+1
872346873,8345,249,25,685,2.29,2,AM,food,UTC+8
247289763,8244,404,455,1059,2.38,2,AM,sport,UTC+8
868344879,1719,84,722,1426,3.09,4,PM,sport,UTC+0
958889670,3769,382,183,1941,1.25,2,AM,political,UTC+0
547466059,1147,131,256,1599,2.49,9,PM,music,UTC+8
728755767,2124,325,497,761,2.47,5,AM,sport,UTC+3
558285789,3340,77,424,752,2.18,4,AM,technologies,UTC+8
462180377,3593,420,908,1157,0.76,10,PM,political,UTC-5
502705686,5868,115,715,394,0.59,2,AM,sport,UTC+8
938823477,1662,86,31,1050,4.13,7,AM,sport,UTC+3
104363226,2502,126,149,1723,4.82,10,PM,food,UTC-8
883151811,4031,389,204,1739,4.52,1,AM,music,UTC+8
695483317,2789,100,569,1917,3.23,11,PM,technologies,UTC+5
664347822,2158,321,177,1901,1.26,5,AM,music,UTC+3
97484539,4569,159,528,714,3.22,8,AM,music,UTC+1
472082129,7623,224,680,1894,2.37,11,AM,sport,UTC+1
608496011,7147,194,470,738,1.19,5,PM,traveling,UTC+8
30299201,6478,263,573,120,0.29,3,AM,traveling,UTC+1
632052085,5643,462,489,1001,1.41,4,PM,political,UTC+8
673360696,2283,320,1,1676,2.95,8,PM,food,UTC+8
241682975,2663,392,419,126,0.82,3,PM,sport,UTC+3
727776257,6607,347,882,1810,1.6,3,AM,political,UTC+0
723842551,5482,245,110,1659,1.29,3,PM,traveling,UTC+8
269477008,7812,413,544,758,2.65,11,AM,technologies,UTC+3
938156874,2934,162,992,1884,4.93,9,PM,sport,UTC+3
426274888,2357,197,924,1123,0.15,11,AM,sport,UTC+8
251773895,3362,380,919,515,4.32,11,PM,food,UTC+1
274243977,1067,452,300,1817,3.52,7,PM,political,UTC-5
616033659,7700,469,415,1720,1.71,7,PM,food,UTC+8
759504044,1510,250,247,271,1.04,9,AM,food,UTC+1
676881199,9758,277,138,1048,3.15,3,PM,technologies,UTC-8
51916340,8365,384,721,849,1.66,10,AM,technologies,UTC+8
767130442,6960,448,880,1128,3.56,2,PM,music,UTC+1
184109302,674,200,349,239,2.2,1,AM,technologies,UTC+8
292441268,9985,169,501,624,4.24,7,AM,music,UTC+8
618058249,2597,103,419,36,2.86,8,PM,music,UTC+8
920380279,8717,183,16,1998,1.41,5,AM,traveling,UTC+8
972930098,6158,160,292,909,3.56,11,PM,traveling,UTC+8
748776294,3272,176,295,477,3.12,4,AM,technologies,UTC-5
486053121,2073,235,140,643,2.31,10,PM,political,UTC+1
739216999,1067,201,969,1455,4.47,4,PM,food,UTC+8
694354421,5969,217,101,192,2.41,3,AM,music,UTC+5
535204747,4209,127,82,36,2.69,11,PM,political,UTC+8
606197569,9686,134,906,1968,2.94,6,AM,political,UTC+5
311455823,611,409,865,124,1.1,9,PM,sport,UTC+0
44730270,4544,433,186,1728,3.05,9,AM,traveling,UTC+8
883942403,1537,404,976,1827,2.64,3,AM,political,UTC+5
196065619,8783,228,420,1292,1.82,9,PM,sport,UTC+8
930847716,7985,21,664,1997,0.07,10,PM,music,UTC+8
597446901,6613,419,67,407,1.56,1,PM,music,UTC+5
884528917,407,98,280,1555,4.32,1,PM,sport,UTC+8
358742060,8407,352,119,825,2.31,8,PM,political,UTC+0
949063103,6180,284,729,47,0.93,8,AM,food,UTC+5
7544489,417,125,743,771,0.57,6,AM,political,UTC-5
530923745,5283,460,637,626,3.79,6,AM,technologies,UTC+8
765417796,5399,441,242,317,3.27,3,AM,sport,UTC+0
839554410,1049,400,456,728,1.77,4,PM,technologies,UTC+8
871874329,3396,33,8,367,1.0,10,AM,food,UTC+8
750030912,8609,139,770,1727,3.68,10,AM,music,UTC+8
516082449,4073,129,758,1274,3.39,4,AM,food,UTC+8
761964953,6390,232,566,332,1.91,2,AM,food,UTC+8
733763082,6454,305,221,6,2.19,6,PM,music,UTC+5
677949495,3120,139,108,1699,3.87,5,AM,political,UTC+1
747522515,4255,160,214,62,1.34,1,PM,traveling,UTC+1
155639970,8358,35,893,1122,3.34,3,AM,food,UTC+8
500219252,1738,48,588,1360,4.57,8,AM,political,UTC+8
507018224,2357,78,618,108,2.84,8,AM,traveling,UTC+8
275942850,8502,339,926,1617,2.98,1,AM,traveling,UTC+8
126481856,2112,355,713,1077,0.67,4,AM,sport,UTC+8
935309138,4578,130,492,333,2.6,7,PM,music,UTC+3
830653181,3432,15,964,1777,4.26,7,AM,food,UTC+8
456669699,4935,6,264,683,3.97,11,AM,music,UTC+8
296268959,2885,177,988,1781,4.91,1,PM,food,UTC+8
216129774,8570,218,396,177,3.48,10,AM,food,UTC+8
667051964,1153,219,682,281,4.43,7,AM,music,UTC-5
306142143,8871,113,322,714,4.42,11,AM,political,UTC+8
239079987,649,333,715,140,2.7,10,AM,music,UTC+8
756674712,998,153,783,945,3.95,5,AM,traveling,UTC+0
132740172,3488,479,523,1255,0.09,4,PM,traveling,UTC+8
366769722,5792,283,36,948,2.39,8,PM,technologies,UTC-5
476952940,9065,72,401,1937,4.79,7,PM,sport,UTC+8
256133521,8644,400,462,1559,2.72,10,PM,music,UTC+8
330936094,3127,206,16,153,0.02,10,PM,political,UTC+8
733088149,8383,181,241,1252,4.42,6,PM,sport,UTC+5
109814296,4188,229,267,38,1.45,5,PM,traveling,UTC+8
697013650,3186,413,8,1594,4.7,9,PM,sport,UTC-8
271682613,5793,3,861,1728,0.74,8,PM,political,UTC+8
837341011,5163,285,919,1720,3.4,11,PM,traveling,UTC+3
833614909,6102,37,45,1529,4.77,1,AM,technologies,UTC+8
25602043,2320,275,893,207,2.97,10,AM,traveling,UTC+8
973517395,2375,23,123,1435,2.91,7,PM,political,UTC+3
40014379,9264,46,148,1697,0.79,11,AM,sport,UTC-5
747821473,8435,428,287,1433,3.7,2,PM,political,UTC+8
780972034,4658,310,751,254,2.94,8,PM,technologies,UTC+0
376848801,5367,404,736,1633,3.12,10,PM,music,UTC-5
768431832,2058,264,532,761,0.66,3,AM,political,UTC+8
461701505,6825,415,26,1789,1.3,2,AM,technologies,UTC+8
879817325,7960,414,284,1039,0.24,1,PM,political,UTC+3
696536080,1739,181,420,1364,3.83,5,PM,food,UTC+5
855007354,7727,43,949,1455,1.07,1,AM,food,UTC+8
107742701,5236,9,846,758,0.67,8,AM,technologies,UTC-5
545831804,3215,298,162,805,3.61,11,AM,sport,UTC+8
629437412,2607,378,501,419,0.28,6,AM,sport,UTC+8
800957133,6547,348,919,203,4.19,11,PM,food,UTC+8
964843219,7503,11,424,1139,4.65,4,AM,political,UTC+5
608574648,6248,483,401,1590,2.53,9,AM,traveling,UTC+5
427460195,6087,327,337,950,2.19,3,PM,technologies,UTC+3
518073035,2859,305,782,22,4.58,4,PM,traveling,UTC+8
750285231,8656,219,797,1659,3.03,1,PM,music,UTC+8
200688706,5203,416,620,846,1.55,10,AM,technologies,UTC+8
939561086,9030,88,474,1649,1.8,2,AM,sport,UTC+8
817458989,5803,354,63,343,4.52,4,PM,technologies,UTC+8
640059913,2737,84,927,499,4.86,5,AM,sport,UTC+8
539156346,2660,112,182,1156,2.44,1,AM,music,UTC+3
860554071,8212,350,227,1401,3.25,7,AM,traveling,UTC+0
800520955,3990,32,819,1985,3.96,6,PM,music,UTC+8
795758483,2085,202,169,98,2.83,2,PM,technologies,UTC+3
690900346,2813,248,467,490,2.3,5,AM,sport,UTC+8
265077658,6711,453,315,1678,0.73,1,PM,food,UTC+1
437071994,2787,405,841,994,4.41,4,AM,sport,UTC-8
513317915,4681,413,695,965,4.73,11,AM,traveling,UTC+8
776672231,4671,116,594,1413,4.55,7,PM,sport,UTC+3
619297649,1693,232,964,1510,3.32,11,AM,sport,UTC+8
205007885,6541,375,84,380,3.27,7,AM,traveling,UTC+5
87140644,1852,84,877,1700,3.69,1,PM,sport,UTC+3
318771022,3933,353,462,706,0.94,1,PM,food,UTC+5
889447090,120,413,102,119,4.26,2,AM,political,UTC+8
163457869,5066,4,227,1769,3.37,6,PM,sport,UTC+8
876126031,113,363,866,688,4.52,11,PM,food,UTC+8
457885055,3320,460,629,1970,2.14,9,PM,music,UTC+8
843902886,9187,92,559,1955,3.2,5,AM,food,UTC+8
649019565,7149,452,833,1825,4.11,1,PM,sport,UTC-5
358950696,488,1,723,1267,0.92,3,AM,sport,UTC+8
938986200,3099,22,597,1924,3.25,11,AM,sport,UTC+8
765442961,1775,14,906,1403,3.31,11,PM,food,UTC-8
609525971,9482,282,541,718,1.2,4,AM,political,UTC+8
662186642,1492,42,904,1637,3.07,2,PM,food,UTC+5
622060151,7222,186,150,81,4.9,3,AM,food,UTC+8
690955504,142,54,943,1962,1.96,9,AM,food,UTC+5
489538057,5433,136,575,261,4.2,5,PM,political,UTC+8
13560015,4146,191,246,655,2.82,4,PM,traveling,UTC+8
154948222,1631,170,994,1352,1.75,4,AM,political,UTC+1
16413112,2688,170,128,147,4.18,9,AM,traveling,UTC+5
773826504,1184,490,58,604,2.31,1,AM,music,UTC+1
870234404,1184,73,803,462,4.31,3,PM,traveling,UTC+8
421538598,120,1,556,72,2.98,2,AM,sport,UTC-8
517815348,8440,97,224,75,0.07,9,AM,sport,UTC+5
290262227,8634,483,970,1967,4.6,2,AM,sport,UTC+8
850619578,5521,300,188,623,1.22,3,PM,music,UTC+8
94027167,9888,432,294,1104,0.24,1,PM,traveling,UTC+0
551843054,4938,397,320,754,1.25,10,PM,traveling,UTC+8
29252508,7178,202,182,77,4.79,5,PM,music,UTC+8
156710986,2141,66,724,901,0.16,6,PM,political,UTC+8
591113128,2105,182,711,1067,1.55,1,PM,traveling,UTC+8
207273754,3233,381,30,1767,2.81,7,AM,food,UTC+8
321173947,3621,257,155,1710,4.26,8,AM,technologies,UTC+1
701022091,3522,15,942,101,4.64,6,AM,technologies,UTC-5
438102349,1845,326,821,1892,3.67,6,AM,technologies,UTC+8
860014513,6119,12,612,356,1.07,2,AM,political,UTC+8
613649456,5779,187,371,1388,2.39,7,AM,music,UTC+8
597401403,5185,62,593,28,3.65,4,PM,political,UTC+8
106900026,9692,318,991,846,3.19,10,AM,music,UTC+8
919163035,9397,270,794,1476,3.77,9,PM,music,UTC+8
965956071,8719,157,754,1767,3.59,8,AM,sport,UTC-5
200674788,7084,458,973,1271,4.76,1,AM,music,UTC+8
56127352,3391,86,208,99,0.77,3,AM,traveling,UTC+8
561511954,2597,224,828,1632,0.56,11,PM,political,UTC+0
170935555,6864,116,384,1249,2.32,9,AM,traveling,UTC+8
304672374,7553,341,539,1922,3.83,8,PM,sport,UTC+8
733020092,1651,64,567,603,1.43,1,AM,music,UTC-5
27447762,2494,38,67,1148,4.43,2,AM,political,UTC-5
450252582,4706,123,68,1810,1.05,11,PM,sport,UTC-8
477663541,3645,371,707,1680,0.67,4,AM,music,UTC+8
478652454,2103,104,486,1705,2.32,9,PM,sport,UTC+8
481059843,7692,485,524,83,0.89,8,AM,music,UTC-5
235919103,6809,285,179,208,0.34,5,PM,food,UTC+8
382615968,9468,124,879,1203,1.86,9,AM,sport,UTC-5
88803622,456,424,74,1639,1.03,2,AM,traveling,UTC+0
942892097,8949,171,101,940,1.09,9,PM,political,UTC+3
515460157,4346,140,146,1397,3.68,7,PM,music,UTC+8
106017146,288,11,821,686,1.28,8,PM,food,UTC+5
339724304,3657,239,135,1010,3.82,7,AM,technologies,UTC+8
718981300,1990,466,131,1188,3.55,4,PM,sport,UTC+8
992354387,683,469,180,834,0.24,9,AM,music,UTC+8
988196523,7078,91,688,495,3.07,2,AM,sport,UTC+3
33797340,5760,252,954,195,3.99,11,PM,sport,UTC+8
599786827,3774,393,813,1332,0.49,7,PM,political,UTC-5
681256214,6378,17,358,1438,4.11,4,AM,music,UTC-8
771560594,1151,151,122,1476,0.14,11,AM,food,UTC+3
35229313,2589,241,152,1778,0.56,8,PM,sport,UTC+8
177434375,4027,437,966,1870,0.03,2,AM,food,UTC+8
93476405,8927,98,393,1243,2.84,9,PM,traveling,UTC+5
273853162,621,348,931,503,2.83,2,AM,food,UTC+3
796021998,6671,95,929,1007,3.1,10,PM,music,UTC+1
43630387,9690,345,138,833,3.21,10,AM,political,UTC+8
927032770,7244,405,752,930,1.42,5,PM,traveling,UTC+3
980275379,2803,312,972,1494,4.81,7,AM,sport,UTC+5
818632583,2706,171,673,1187,0.79,11,AM,music,UTC+1
33314072,6966,219,945,338,4.41,2,AM,political,UTC+8
959467596,4497,15,433,754,0.36,4,PM,traveling,UTC-5
998298682,3235,140,416,1178,2.51,6,AM,technologies,UTC+8
801759541,8616,406,978,1673,0.58,4,AM,food,UTC+5
29044084,3898,14,361,522,1.59,10,PM,political,UTC+1
562488325,6141,68,234,258,0.75,4,AM,traveling,UTC+1
997453371,3174,314,297,849,3.86,2,AM,sport,UTC+0
315112320,4959,360,606,1673,3.15,6,AM,food,UTC+8
878019193,3445,88,749,858,3.43,10,AM,traveling,UTC+1
440329222,6160,394,657,1824,2.42,10,AM,traveling,UTC-8
930214277,5737,461,621,916,0.79,1,AM,music,UTC+8
93105237,8000,74,302,1752,0.29,11,PM,food,UTC+8
150594709,9329,175,108,1711,3.45,4,AM,technologies,UTC+8
235907639,2709,90,556,1929,3.66,2,PM,traveling,UTC+5
85221471,4169,299,416,836,2.32,5,PM,traveling,UTC-8
61144818,679,37,937,1793,0.66,6,AM,music,UTC+0
300938819,2124,229,941,728,2.2,7,AM,technologies,UTC-5
586136445,9401,341,265,1594,4.69,6,AM,technologies,UTC+8
110913049,5251,486,79,1943,1.91,8,PM,traveling,UTC+8
655448241,2347,403,81,984,0.08,4,AM,traveling,UTC+8
161709570,448,64,784,1639,3.71,5,PM,technologies,UTC+8
907112056,3962,267,724,597,2.63,1,PM,traveling,UTC+8
678578286,439,308,642,1886,3.73,4,AM,traveling,UTC+8
814281984,9479,430,459,1555,2.44,10,AM,technologies,UTC+1
151963972,6629,206,18,578,3.18,6,AM,sport,UTC-5
530561498,2116,38,848,433,2.92,10,PM,sport,UTC+0
369468,4736,82,430,785,4.72,10,AM,political,UTC+3
149277464,9579,243,420,1268,1.41,1,AM,music,UTC-5
837619375,2152,302,810,299,0.26,2,AM,political,UTC-5
896710079,7935,200,454,1808,4.51,10,AM,technologies,UTC-5
939076478,5973,368,473,1008,3.18,8,AM,music,UTC+5
964206980,6857,212,632,937,1.91,11,PM,technologies,UTC+1
863031205,3865,368,611,1003,2.17,8,AM,traveling,UTC+0
104899668,1098,482,919,100,4.14,4,AM,sport,UTC+8
881575367,1763,235,905,141,1.09,1,AM,political,UTC+8
300178500,429,113,317,285,2.6,9,PM,food,UTC+3
977695123,593,341,235,856,3.98,5,AM,traveling,UTC+8
583891291,4588,457,777,1596,1.65,5,AM,technologies,UTC+8
684669904,7820,203,117,686,4.87,1,AM,traveling,UTC+8
520028762,4133,19,142,1206,2.21,8,PM,food,UTC+8
377024233,4130,388,98,17,1.59,3,AM,sport,UTC+8
412544289,6226,332,205,1397,2.22,1,PM,traveling,UTC+3
335023203,3020,139,933,1669,3.24,7,PM,technologies,UTC+3
551738140,3387,25,118,1009,1.38,9,AM,food,UTC+3
372428167,4780,40,802,1320,0.64,3,PM,food,UTC+3
983829360,7721,331,75,1465,4.7,1,PM,food,UTC+8
296470427,9357,8,914,114,2.49,11,PM,sport,UTC+8
227614232,5128,136,962,143,2.05,10,PM,traveling,UTC+8
765322239,9978,227,411,397,4.06,3,PM,music,UTC+3
999936262,2706,456,363,1163,0.95,3,PM,traveling,UTC+8
991341985,3085,365,395,995,3.29,5,PM,food,UTC+8
581892521,1934,209,947,968,2.1,8,PM,traveling,UTC+8
633412137,9989,348,325,1175,1.68,8,PM,food,UTC+8
537826590,6429,410,158,498,0.56,2,PM,political,UTC+1
124237013,8109,364,528,1938,3.41,10,PM,sport,UTC-5
247893240,9812,314,554,1185,1.72,2,PM,traveling,UTC+1
774539568,6961,125,433,1689,3.62,11,PM,music,UTC+8
593661553,8740,269,635,1427,2.92,5,PM,technologies,UTC+3
58755763,7767,13,4,805,1.73,10,PM,traveling,UTC-5
349632448,2253,63,733,308,4.0,10,AM,sport,UTC+8
719702982,1942,159,717,143,4.71,2,AM,music,UTC+8
174336797,7199,146,134,815,4.84,6,AM,political,UTC+3
922556119,7751,309,44,1675,1.58,10,AM,political,UTC+8
905174309,4969,230,492,1823,1.05,9,AM,technologies,UTC+8
918768252,1693,330,355,1940,0.71,2,AM,traveling,UTC+8
166424554,5568,93,143,1831,4.12,9,AM,political,UTC+8
283980275,279,437,463,1443,4.24,3,AM,technologies,UTC+8
71228550,8345,169,711,682,2.08,2,AM,sport,UTC+0
512249290,1297,305,488,1964,4.54,9,AM,music,UTC-5
11665969,5869,457,498,1243,1.81,11,AM,food,UTC+8
345028775,3922,137,13,1671,3.57,10,AM,political,UTC-5
773774615,96,375,650,1513,1.27,3,AM,traveling,UTC+1
26737894,2508,246,425,1748,3.8,1,AM,food,UTC+1
178914116,7999,268,556,283,1.46,3,AM,technologies,UTC+8
85697077,3660,167,374,318,4.22,10,AM,food,UTC+0
495456516,1196,157,222,636,1.28,1,PM,music,UTC+3
845817092,2278,495,917,1486,2.32,1,AM,traveling,UTC+3
