PostsCount,LikesPerPost,MessagesSent,PhotosPerDay,Topic
162,992,1884,4.93,3
197,924,1123,0.15,3
380,919,515,4.32,5
452,300,1817,3.52,0
469,415,1720,1.71,5
250,247,271,1.04,5
277,138,1048,3.15,2
384,721,849,1.66,2
448,880,1128,3.56,1
200,349,239,2.2,2
169,501,624,4.24,1
103,419,36,2.86,1
183,16,1998,1.41,4
160,292,909,3.56,4
176,295,477,3.12,2
235,140,643,2.31,0
201,969,1455,4.47,5
217,101,192,2.41,1
127,82,36,2.69,0
134,906,1968,2.94,0
409,865,124,1.1,3
433,186,1728,3.05,4
404,976,1827,2.64,0
228,420,1292,1.82,3
21,664,1997,0.07,1
419,67,407,1.56,1
98,280,1555,4.32,3
352,119,825,2.31,0
284,729,47,0.93,5
125,743,771,0.57,0
460,637,626,3.79,2
441,242,317,3.27,3
400,456,728,1.77,2
33,8,367,1.0,5
139,770,1727,3.68,1
129,758,1274,3.39,5
232,566,332,1.91,5
305,221,6,2.19,1
139,108,1699,3.87,0
160,214,62,1.34,4
35,893,1122,3.34,5
48,588,1360,4.57,0
78,618,108,2.84,4
339,926,1617,2.98,4
355,713,1077,0.67,3
130,492,333,2.6,1
15,964,1777,4.26,5
6,264,683,3.97,1
177,988,1781,4.91,5
218,396,177,3.48,5
219,682,281,4.43,1
113,322,714,4.42,0
333,715,140,2.7,1
153,783,945,3.95,4
479,523,1255,0.09,4
283,36,948,2.39,2
72,401,1937,4.79,3
400,462,1559,2.72,1
206,16,153,0.02,0
181,241,1252,4.42,3
229,267,38,1.45,4
413,8,1594,4.7,3
3,861,1728,0.74,0
285,919,1720,3.4,4
37,45,1529,4.77,2
275,893,207,2.97,4
23,123,1435,2.91,0
46,148,1697,0.79,3
428,287,1433,3.7,0
310,751,254,2.94,2
404,736,1633,3.12,1
264,532,761,0.66,0
415,26,1789,1.3,2
414,284,1039,0.24,0
181,420,1364,3.83,5
43,949,1455,1.07,5
9,846,758,0.67,2
298,162,805,3.61,3
378,501,419,0.28,3
348,919,203,4.19,5
11,424,1139,4.65,0
483,401,1590,2.53,4
327,337,950,2.19,2
305,782,22,4.58,4
219,797,1659,3.03,1
416,620,846,1.55,2
88,474,1649,1.8,3
354,63,343,4.52,2
84,927,499,4.86,3
112,182,1156,2.44,1
350,227,1401,3.25,4
32,819,1985,3.96,1
202,169,98,2.83,2
248,467,490,2.3,3
453,315,1678,0.73,5
405,841,994,4.41,3
413,695,965,4.73,4
116,594,1413,4.55,3
232,964,1510,3.32,3
375,84,380,3.27,4
84,877,1700,3.69,3
353,462,706,0.94,5
413,102,119,4.26,0
4,227,1769,3.37,3
363,866,688,4.52,5
460,629,1970,2.14,1
92,559,1955,3.2,5
452,833,1825,4.11,3
1,723,1267,0.92,3
22,597,1924,3.25,3
14,906,1403,3.31,5
282,541,718,1.2,0
42,904,1637,3.07,5
186,150,81,4.9,5
54,943,1962,1.96,5
136,575,261,4.2,0
191,246,655,2.82,4
170,994,1352,1.75,0
170,128,147,4.18,4
490,58,604,2.31,1
73,803,462,4.31,4
1,556,72,2.98,3
97,224,75,0.07,3
483,970,1967,4.6,3
300,188,623,1.22,1
432,294,1104,0.24,4
397,320,754,1.25,4
202,182,77,4.79,1
66,724,901,0.16,0
182,711,1067,1.55,4
381,30,1767,2.81,5
257,155,1710,4.26,2
15,942,101,4.64,2
326,821,1892,3.67,2
12,612,356,1.07,0
187,371,1388,2.39,1
62,593,28,3.65,0
318,991,846,3.19,1
270,794,1476,3.77,1
157,754,1767,3.59,3
458,973,1271,4.76,1
86,208,99,0.77,4
224,828,1632,0.56,0
116,384,1249,2.32,4
341,539,1922,3.83,3
64,567,603,1.43,1
38,67,1148,4.43,0
123,68,1810,1.05,3
371,707,1680,0.67,1
104,486,1705,2.32,3
485,524,83,0.89,1
285,179,208,0.34,5
124,879,1203,1.86,3
424,74,1639,1.03,4
171,101,940,1.09,0
140,146,1397,3.68,1
11,821,686,1.28,5
239,135,1010,3.82,2
466,131,1188,3.55,3
469,180,834,0.24,1
91,688,495,3.07,3
252,954,195,3.99,3
393,813,1332,0.49,0
17,358,1438,4.11,1
151,122,1476,0.14,5
241,152,1778,0.56,3
437,966,1870,0.03,5
98,393,1243,2.84,4
348,931,503,2.83,5
95,929,1007,3.1,1
345,138,833,3.21,0
405,752,930,1.42,4
312,972,1494,4.81,3
171,673,1187,0.79,1
219,945,338,4.41,0
15,433,754,0.36,4
140,416,1178,2.51,2
406,978,1673,0.58,5
14,361,522,1.59,0
68,234,258,0.75,4
314,297,849,3.86,3
360,606,1673,3.15,5
88,749,858,3.43,4
394,657,1824,2.42,4
461,621,916,0.79,1
74,302,1752,0.29,5
175,108,1711,3.45,2
90,556,1929,3.66,4
299,416,836,2.32,4
37,937,1793,0.66,1
229,941,728,2.2,2
341,265,1594,4.69,2
486,79,1943,1.91,4
403,81,984,0.08,4
64,784,1639,3.71,2
267,724,597,2.63,4
308,642,1886,3.73,4
430,459,1555,2.44,2
206,18,578,3.18,3
38,848,433,2.92,3
82,430,785,4.72,0
243,420,1268,1.41,1
302,810,299,0.26,0
200,454,1808,4.51,2
368,473,1008,3.18,1
212,632,937,1.91,2
368,611,1003,2.17,4
482,919,100,4.14,3
235,905,141,1.09,0
113,317,285,2.6,5
341,235,856,3.98,4
457,777,1596,1.65,2
203,117,686,4.87,4
19,142,1206,2.21,5
388,98,17,1.59,3
332,205,1397,2.22,4
139,933,1669,3.24,2
25,118,1009,1.38,5
40,802,1320,0.64,5
331,75,1465,4.7,5
8,914,114,2.49,3
136,962,143,2.05,4
227,411,397,4.06,1
456,363,1163,0.95,4
365,395,995,3.29,5
209,947,968,2.1,4
348,325,1175,1.68,5
410,158,498,0.56,0
364,528,1938,3.41,3
314,554,1185,1.72,4
125,433,1689,3.62,1
269,635,1427,2.92,2
13,4,805,1.73,4
63,733,308,4.0,3
159,717,143,4.71,1
146,134,815,4.84,0
309,44,1675,1.58,0
230,492,1823,1.05,2
330,355,1940,0.71,4
93,143,1831,4.12,0
437,463,1443,4.24,2
169,711,682,2.08,3
305,488,1964,4.54,1
457,498,1243,1.81,5
137,13,1671,3.57,0
375,650,1513,1.27,4
246,425,1748,3.8,5
268,556,283,1.46,2
167,374,318,4.22,5
157,222,636,1.28,1
495,917,1486,2.32,4
263,12,1602,0.17,1
279,833,1887,1.8,1
63,673,1173,1.9,3
138,653,125,1.81,0
424,88,1667,1.04,2
207,277,1525,2.71,0
265,952,1026,1.64,1
352,715,1562,2.91,2
204,591,160,0.88,3
209,571,307,0.47,4
484,681,1686,2.6,0
187,499,422,2.33,5
447,855,171,0.22,1
14,441,1449,1.11,0
27,872,781,4.23,3
9,850,1431,3.1,5
123,448,688,3.66,4
103,323,1461,2.91,0
302,869,79,3.34,0
375,183,1692,1.0,5
374,912,454,0.56,1
360,821,1395,0.4,1
365,884,1898,0.03,5
460,416,658,1.35,1
113,545,1592,0.34,0
213,595,137,0.32,4
436,166,1348,4.61,1
467,565,1171,3.39,1
65,282,1483,1.73,1
110,870,1106,4.85,5
142,332,157,0.83,1
438,288,849,2.51,2
301,903,1483,3.12,0
240,845,997,2.84,5
93,700,169,0.63,2
285,208,593,4.82,4
223,841,408,3.4,5
16,820,1689,3.46,0
36,839,1478,2.31,4
159,78,332,1.78,3
212,164,763,3.43,3
15,470,638,2.63,4
178,661,1709,2.37,2
10,352,326,3.51,5
330,734,1735,0.7,0
142,904,1460,3.71,3
162,811,1845,2.27,3
435,754,1084,0.58,0
160,251,141,1.48,3
118,700,1916,3.16,3
431,924,1148,3.82,0
158,850,1986,0.27,3
334,96,279,1.41,1
209,656,721,0.48,4
6,541,1687,4.03,0
458,680,230,1.78,4
236,735,1177,0.21,3
402,948,75,3.86,5
134,157,13,2.55,0
115,745,1911,4.44,4
114,179,1900,1.17,4
148,847,1882,1.45,0
222,12,235,4.03,1
86,233,635,2.36,2
373,223,246,1.02,3
469,657,1104,1.85,1
139,448,1797,3.73,5
240,671,1002,2.28,3
439,527,1732,4.6,5
11,642,1931,1.44,5
254,375,545,4.05,0
138,906,1204,0.67,2
20,484,1504,2.6,0
9,590,185,4.59,0
106,236,352,1.02,3
345,624,1197,4.47,3
355,505,1387,2.74,5
391,321,575,1.63,5
301,608,395,0.14,5
231,318,1685,0.16,1
138,582,1799,4.77,3
71,31,213,4.17,4
271,769,1495,3.8,3
197,185,606,4.56,3
48,737,217,4.26,2
166,324,1925,3.91,5
346,541,1338,0.65,0
205,164,708,0.93,1
8,314,598,2.34,1
152,675,280,3.35,4
25,77,1973,3.62,4
330,864,740,3.32,0
479,184,1864,0.09,3
325,198,47,2.47,0
430,480,1620,2.23,5
136,585,199,3.21,0
14,716,183,1.78,2
187,630,1250,1.71,3
363,867,1885,1.62,1
203,921,101,1.64,3
339,372,1302,1.72,5
286,751,1184,2.73,1
267,965,1490,3.04,1
129,516,578,1.6,0
480,204,716,4.14,2
396,314,866,4.77,3
421,282,305,1.06,3
34,536,1899,0.77,4
424,516,211,2.12,1
377,275,1544,2.63,5
404,564,1763,3.86,4
304,880,1055,0.95,1
340,63,888,2.29,2
225,591,934,4.12,3
174,164,1923,4.96,0
465,308,1362,4.59,3
196,458,1609,2.57,2
203,423,422,4.9,4
462,907,595,0.67,3
86,599,1165,3.06,2
86,527,1902,3.77,4
337,352,67,1.16,1
92,76,316,0.89,5
322,287,745,3.75,5
112,564,989,3.26,4
468,179,862,3.92,1
280,687,632,4.44,3
137,37,372,0.72,3
99,951,1943,1.7,5
327,683,18,4.79,4
285,555,1177,2.73,3
297,426,1238,4.4,3
483,336,1096,0.03,2
279,941,1674,1.26,4
199,778,1889,3.66,2
374,769,1182,4.4,3
198,47,1423,2.02,2
232,320,148,0.51,3
404,255,1923,1.72,0
445,133,1976,3.11,2
260,801,846,2.78,5
216,963,323,0.93,3
173,589,1950,1.08,4
269,114,1688,1.91,4
188,838,447,1.86,4
334,811,1768,4.29,2
26,214,340,4.01,5
324,881,1238,3.95,4
238,730,774,1.33,3
41,965,1728,0.81,0
309,908,486,2.82,0
84,230,297,0.76,3
117,209,677,0.79,0
409,269,1767,2.63,4
376,757,1984,2.16,5
196,803,1894,2.09,1
348,185,1877,2.11,3
59,198,531,3.18,4
361,441,1113,2.56,3
418,3,1253,0.79,1
124,769,1333,4.63,5
173,794,958,0.47,3
218,766,122,4.82,4
311,550,1184,0.48,2
76,915,493,3.88,0
384,534,1576,0.74,2
94,122,1484,4.09,3
22,931,1274,0.64,2
458,217,1185,1.27,2
27,165,1923,4.57,1
333,884,1286,2.67,5
113,631,31,0.32,4
101,598,709,4.05,4
228,813,1156,0.86,3
388,922,126,3.1,1
436,631,1212,3.84,2
276,623,428,3.02,0
32,333,449,3.55,3
163,899,824,3.37,0
149,160,964,1.51,0
311,648,1408,3.18,5
117,151,1670,1.29,5
176,40,1690,0.73,3
241,867,1013,0.31,5
197,679,634,3.11,1
92,146,1442,2.7,5
262,81,795,4.27,2
66,82,1899,4.48,2
326,228,316,4.16,3
32,318,905,1.62,3
376,331,594,3.64,1
47,903,1005,3.57,0
368,830,147,3.69,2
3,521,83,3.36,2
41,913,182,3.85,4
152,810,492,1.98,0
40,741,914,4.79,2
494,516,765,3.63,2
100,552,230,1.3,5
240,360,1888,1.63,3
273,158,65,1.51,2
272,584,789,2.63,2
303,463,519,1.6,5
208,277,1622,3.43,2
172,261,1437,4.2,1
401,600,277,3.29,2
67,737,1694,2.21,2
22,173,1418,2.15,0
464,932,831,1.05,0
375,112,978,0.79,4
379,819,130,2.23,4
295,168,231,0.25,4
182,882,1099,2.0,1
233,176,1028,3.11,4
29,319,1003,2.23,0
216,472,1609,1.58,0
49,607,1852,3.65,2
215,606,799,2.24,3
198,209,1885,3.58,1
196,548,687,2.8,0
477,576,403,3.93,5
173,132,619,1.58,3
322,135,568,1.38,3
142,244,1236,1.76,0
10,652,1063,2.47,1
121,962,1803,2.28,0
315,513,340,1.14,4
207,885,1682,0.46,2
443,667,1299,4.74,1
350,237,1605,3.89,1
162,853,617,2.23,4
214,632,329,3.63,0
123,87,1420,0.76,2
460,61,1975,3.24,2
416,883,1867,4.99,5
329,328,1813,2.03,2
20,239,575,4.57,5
252,573,1399,4.97,4
333,173,1747,1.31,1
28,146,1207,2.68,2
14,811,1034,1.29,0
222,747,1581,3.37,2
136,643,1755,1.3,3
488,805,183,2.94,0
434,3,1204,3.59,3
347,801,998,0.77,5
366,218,183,0.3,3
88,76,1908,2.94,1
332,577,860,3.42,4
263,4,198,1.35,1
218,89,1213,4.93,1
56,185,574,3.74,0
181,345,951,1.67,4
368,97,1367,3.65,1
165,881,1103,0.11,0
297,631,1096,2.34,0
481,41,213,0.96,0
162,746,683,2.61,3
225,191,1689,2.5,5
395,34,792,0.26,3
496,281,1057,3.56,4
275,632,571,1.41,4
298,457,611,2.13,2
499,535,942,0.8,3
307,893,475,1.04,2
232,148,1209,0.82,0
337,149,1021,4.42,5
485,492,759,3.67,4
226,186,1116,0.53,1
250,583,689,1.07,0
298,443,1276,1.2,4
292,850,834,2.3,3
108,319,1033,4.92,3
226,494,1867,1.41,5
481,901,1731,3.65,0
360,674,1645,0.92,4
252,661,738,1.39,3
79,12,1268,4.34,2
286,333,719,3.19,5
496,268,1730,1.49,4
16,888,55,2.9,2
364,96,1120,2.91,4
5,692,106,4.53,3
85,107,786,3.24,0
226,390,1567,2.24,1
18,185,376,1.86,0
432,940,210,0.83,5
139,442,1808,2.37,4
334,904,1121,1.53,3
271,292,1024,2.8,4
121,709,1807,1.16,5
160,622,1694,2.56,3
102,293,1883,4.24,0
249,685,637,3.78,2
224,961,364,2.98,4
236,363,1246,2.38,3
171,899,1529,3.43,2
69,385,985,2.9,3
415,165,1935,0.05,4
143,268,1462,3.08,0
201,204,196,0.52,3
340,198,668,1.81,0
297,860,618,1.96,1
181,667,1383,3.76,3
162,473,1792,2.06,5
79,52,27,3.87,1
486,92,389,4.82,1
75,538,838,2.61,0
140,80,821,4.2,1
231,687,1430,2.96,4
428,40,997,3.58,1
375,33,331,4.52,4
170,788,1114,3.0,3
350,11,1702,0.93,2
149,392,445,2.66,4
295,6,1394,3.68,3
67,104,1026,4.16,5
120,780,1782,3.18,1
162,95,1681,4.39,3
370,70,1338,2.85,4
10,469,772,1.25,4
385,371,52,2.06,1
391,927,928,4.41,0
209,197,1571,3.0,3
48,632,1230,4.42,0
55,663,569,1.74,3
392,639,1547,1.96,0
105,70,221,3.67,3
388,83,391,4.0,5
401,992,815,1.79,4
192,449,1429,4.82,0
408,898,1610,0.5,4
81,168,1653,4.74,1
291,113,1538,3.18,0
304,496,1780,1.28,3
26,740,1851,3.28,5
98,593,393,2.92,4
177,87,1708,4.51,3
479,947,764,3.02,5
1,463,1213,2.28,4
411,264,1188,1.62,0
191,701,519,2.87,5
182,182,940,4.16,4
102,800,843,0.31,4
429,683,129,1.18,1
321,0,451,1.13,1
342,121,392,3.1,0
195,151,490,2.55,5
55,638,1748,3.29,4
493,225,1885,2.14,0
61,82,1894,1.07,2
149,644,1759,2.04,0
400,149,848,4.77,4
442,456,1825,1.29,4
401,479,1053,2.37,2
373,548,606,4.53,3
398,150,1235,1.18,0
365,931,937,1.51,1
186,366,221,2.72,1
228,598,1903,1.41,1
55,618,1220,4.64,1
471,879,1962,1.93,5
269,377,1641,4.26,5
498,528,861,2.23,1
215,335,1783,1.46,5
191,250,1179,2.62,0
150,397,1962,3.52,0
406,215,1172,4.55,1
364,227,596,3.15,3
423,834,1663,0.14,4
170,801,1258,2.15,2
454,230,178,4.07,0
123,278,328,0.82,2
444,12,640,4.63,5
106,855,1052,1.66,5
103,80,1818,3.84,2
143,806,1383,0.52,1
499,266,1791,1.02,2
364,37,1510,2.18,4
305,268,583,2.82,1
33,659,869,1.52,2
105,625,1992,2.74,1
427,825,851,4.4,0
259,309,392,2.0,2
344,76,1907,3.14,1
402,173,1208,2.5,5
438,48,704,2.21,3
320,273,654,2.27,5
253,600,1796,0.13,3
4,36,1723,0.64,3
145,105,667,3.98,2
164,367,119,1.75,3
474,134,1616,0.87,0
244,341,1525,2.05,5
81,655,1672,1.12,2
158,147,266,3.65,4
2,280,1070,2.29,1
238,914,1435,1.85,0
55,570,444,1.27,5
180,162,1919,3.86,4
125,634,1779,3.11,3
293,779,739,4.5,1
48,302,550,4.91,3
132,118,867,1.54,1
448,582,1446,2.39,3
484,108,505,2.42,2
376,172,68,0.61,2
138,509,377,2.35,3
463,121,728,0.63,0
337,780,1816,0.63,2
454,847,785,0.04,5
485,354,827,3.74,4
297,453,641,0.01,3
312,141,1770,4.98,4
160,311,497,3.1,0
180,168,133,1.89,2
358,163,1232,4.47,4
430,414,896,2.78,4
217,807,1998,3.4,2
438,507,944,2.57,2
170,560,397,2.0,4
76,113,970,3.13,0
295,332,1872,2.19,5
54,550,959,0.82,2
427,284,139,4.18,4
281,685,717,1.33,2
103,899,1818,1.42,3
65,566,407,4.69,0
393,519,919,2.99,5
138,153,494,3.35,5
238,60,619,4.59,2
451,794,1965,2.69,4
462,218,1270,4.88,2
124,23,1611,1.82,5
317,356,506,1.72,0
177,464,1087,3.93,0
370,120,728,0.36,5
161,85,1706,1.5,2
427,409,1506,0.44,1
17,925,910,1.99,2
345,223,81,3.29,1
499,426,1779,3.33,3
272,641,1436,3.94,5
476,461,1937,2.7,1
491,115,868,2.15,2
340,662,793,1.21,0
183,172,1700,4.77,2
256,844,135,0.84,5
277,1,1562,0.99,1
278,971,391,4.12,2
311,430,1911,2.87,3
189,533,1623,4.56,5
407,907,1607,1.18,1
411,704,104,1.07,1
376,238,1812,1.74,5
438,175,1331,1.59,3
476,19,447,4.4,5
328,471,1882,3.75,3
202,172,808,1.46,1
486,394,369,4.94,3
112,187,530,3.2,1
384,334,119,0.51,5
69,485,797,0.35,3
77,480,1963,1.79,2
79,505,1692,3.63,3
437,501,1475,0.64,5
6,660,1961,2.63,2
113,721,1990,1.07,4
117,649,376,3.92,5
240,108,1216,4.47,4
128,756,627,3.53,0
301,525,260,3.91,1
92,556,1796,3.07,4
463,613,1011,0.29,0
120,343,1772,3.75,5
471,813,1751,2.29,5
408,548,1591,3.36,5
282,566,1806,3.56,2
331,912,102,2.94,5
349,73,808,2.7,5
396,318,213,2.86,2
72,831,1332,2.39,1
224,783,1767,4.11,3
250,49,1466,4.45,2
133,367,1950,4.94,4
4,979,1030,4.31,5
341,270,1869,2.39,5
167,942,793,1.92,2
106,276,979,4.61,5
450,89,1185,1.52,5
357,113,1662,0.26,3
14,282,1837,3.0,5
55,334,1857,4.96,2
385,362,466,2.3,2
67,884,1298,4.64,2
195,754,480,4.14,2
473,425,575,0.25,4
216,338,1237,1.44,2
272,432,502,4.03,5
366,220,584,1.52,3
48,128,538,4.15,3
245,588,1570,1.02,2
349,543,1204,0.16,0
4,492,1608,4.49,3
341,322,503,0.22,5
107,728,351,4.88,5
88,361,1459,2.88,1
82,660,497,4.37,2
27,437,536,2.66,3
485,180,1077,4.82,4
249,467,337,0.04,1
48,88,1436,1.54,3
254,398,314,4.47,4
16,564,1576,0.91,4
484,293,1106,3.19,3
76,866,1567,4.66,2
457,372,996,4.12,1
425,77,872,4.28,4
429,138,747,1.48,1
17,356,271,1.26,4
35,993,1161,4.35,4
262,591,375,4.29,2
250,693,1285,0.7,0
241,103,1934,4.62,0
499,68,1971,1.84,1
89,904,1027,1.3,4
130,740,988,0.01,0
246,931,1128,3.34,0
229,442,281,0.09,4
455,969,1528,3.61,1
322,939,1501,3.11,0
388,157,948,3.57,4
432,700,1305,0.57,4
199,376,189,2.36,0
105,211,15,1.6,0
243,482,1332,4.96,5
58,4,1334,2.92,4
195,436,316,4.15,5
375,775,1065,1.94,2
37,764,1356,2.19,4
298,707,657,3.99,5
236,914,1798,3.65,2
491,311,1099,0.63,2
424,819,1843,3.02,4
13,34,373,1.9,4
215,378,1915,0.92,3
482,108,578,3.78,5
267,775,844,4.16,3
168,274,637,3.38,1
11,402,1099,3.37,5
66,468,1121,3.69,5
41,348,1773,1.21,1
468,503,812,3.41,5
340,804,853,4.95,2
397,308,1875,1.29,2
441,292,666,2.2,0
477,756,1329,4.41,3
187,759,971,2.28,5
240,121,1959,1.41,0
198,701,222,2.41,2
275,583,209,1.97,2
295,172,167,4.48,4
183,561,285,2.48,0
248,215,1141,3.21,2
422,981,841,2.56,1
240,470,1475,1.04,4
499,742,877,1.29,4
182,219,1556,3.23,2
433,629,500,3.21,2
330,598,179,1.42,2
489,222,732,2.07,0
144,508,1465,4.23,3
451,875,1446,4.39,1
476,403,1740,0.57,1
431,246,1410,3.14,2
397,802,1335,2.49,1
411,590,647,3.19,2
434,324,1657,4.32,1
63,77,730,3.65,5
75,979,1758,0.27,1
360,985,1578,4.34,4
118,895,679,2.53,4
233,941,1306,1.26,0
132,826,1454,0.47,1
450,970,188,3.24,2
157,321,512,3.19,1
294,754,1859,2.13,3
481,994,241,4.83,3
380,854,740,3.86,4
437,704,1802,3.7,1
145,57,492,2.14,3
183,239,477,4.44,0
189,459,687,4.18,3
396,43,1763,4.77,0
476,310,1849,4.81,1
4,304,1249,4.18,4
105,550,13,1.61,3
137,184,1862,1.02,1
340,816,1108,4.5,2
402,554,495,4.0,5
98,950,1327,3.25,3
2,116,1017,4.93,5
316,183,681,4.21,3
493,468,61,2.49,5
398,517,214,2.21,0
67,849,1115,2.65,3
281,327,1300,1.31,1
256,440,595,1.49,1
174,367,1462,2.11,3
143,850,1462,4.97,1
464,129,113,3.03,0
141,876,1081,2.44,3
31,350,475,2.84,4
128,320,1172,2.68,1
309,204,1846,0.37,2
314,790,1125,0.57,0
440,437,1508,2.94,4
95,339,146,2.16,3
263,562,552,1.81,1
13,395,321,3.12,4
9,661,200,4.14,2
145,403,806,3.36,0
31,717,1884,3.53,0
198,264,459,4.06,1
243,369,1311,3.0,5
328,947,957,3.3,4
380,638,989,5.0,3
103,854,1314,1.6,4
89,653,1329,1.21,1
401,524,1172,0.17,5
367,948,145,2.08,5
447,649,472,2.86,3
243,140,861,2.39,5
199,206,1952,4.39,5
69,316,11,4.3,4
468,554,900,3.3,3
438,52,642,1.51,1
89,936,693,3.39,4
152,197,579,1.01,0
378,26,217,1.73,0
55,99,1153,3.41,1
326,998,557,0.97,1
429,124,88,4.01,1
421,959,1170,2.54,2
343,324,201,3.83,3
239,210,1897,1.09,2
220,805,1688,2.45,0
66,411,1704,2.13,2
438,832,1441,0.8,5
189,46,159,3.09,3
103,697,1404,4.39,3
212,862,1089,3.55,3
400,586,354,0.04,3
149,223,1183,0.68,2
114,150,316,3.05,2
277,208,1852,3.73,1
414,167,1100,2.1,4
129,996,944,0.92,4
300,830,1279,0.95,1
97,593,341,2.76,4
296,878,1970,3.39,0
442,336,11,3.24,2
245,468,717,3.91,3
447,482,1429,4.69,1
226,574,1019,0.04,2
294,994,411,2.88,0
283,105,648,2.54,3
244,103,1943,4.73,4
32,992,640,0.62,0
144,725,150,1.75,3
129,385,470,2.93,2
260,996,1343,4.02,4
380,77,912,2.77,1
80,723,1301,3.82,2
259,865,1437,3.94,2
466,670,1285,3.72,0
13,226,1037,1.88,1
91,205,1275,2.79,1
432,202,1234,2.19,5
304,433,84,3.59,2
444,534,806,0.87,5
184,563,842,3.97,3
127,725,1640,3.03,4
418,565,209,4.35,4
205,751,554,2.81,1
122,213,289,2.44,5
450,160,1227,4.81,1
62,792,1470,0.73,4
122,625,1135,2.56,4
265,523,144,1.76,5
356,654,625,4.82,4
207,384,638,3.44,1
451,473,925,4.95,2
125,494,1538,3.45,1
461,277,1951,2.17,0
137,949,97,4.65,4
245,486,1473,4.4,1
495,485,1213,1.19,0
326,633,737,3.48,3
207,106,41,0.43,5
91,227,795,3.89,3
64,943,323,2.24,4
294,713,1143,2.26,4
353,612,167,0.56,5
498,551,398,1.96,0
42,433,674,2.31,3
1,888,495,4.78,1
171,313,1377,2.3,3
186,218,993,1.17,3
214,618,380,4.11,4
196,480,1643,4.85,4
381,506,868,2.74,3
256,507,875,2.01,1
301,85,1166,3.78,4
180,599,541,2.35,4
397,981,138,1.37,5
65,470,349,4.66,0
292,845,1333,4.08,0
231,773,1592,2.32,1
387,10,385,1.42,1
122,870,768,0.76,1
347,93,1799,2.13,0
368,318,5,1.52,2
418,360,1147,4.54,5
364,752,968,2.44,3
413,740,1501,1.71,5
233,852,643,0.02,4
175,375,950,2.66,5
342,82,141,3.77,2
175,225,805,2.62,4
397,109,888,3.74,1
375,137,1893,0.58,0
231,371,469,4.27,4
62,501,880,0.64,4
115,123,578,1.12,2
45,334,1134,2.14,4
378,475,315,2.73,2
356,93,1590,3.55,0
25,753,1078,3.49,2
275,46,579,4.54,2
94,602,829,0.4,0
62,907,667,1.98,4
136,883,326,4.13,1
262,977,734,1.96,0
272,649,1498,3.06,4
294,380,862,0.48,0
223,594,243,4.5,2
429,208,491,1.32,0
226,697,1759,2.6,3
189,854,482,0.89,1
311,586,459,1.83,4
259,721,722,3.96,4
234,213,1134,1.8,5
298,933,249,3.39,3
89,381,1467,1.36,5
239,399,1431,3.33,1
67,629,1543,4.06,0
19,31,1879,0.65,1
422,871,315,0.01,0
141,811,224,2.93,0
384,172,382,3.76,5
367,197,1499,1.9,5
33,440,1863,3.2,1
76,392,1079,3.61,4
471,877,428,3.6,3
470,354,559,3.42,5
286,423,1086,0.03,1
302,395,1252,0.91,1
489,777,113,0.67,1
240,781,724,4.01,3
89,492,1031,2.85,0
76,643,1695,0.69,5
66,630,770,4.53,3
260,114,1951,3.12,4
495,679,761,1.11,1
356,248,1004,3.45,0
53,349,864,2.18,0
417,11,132,0.39,4
307,736,1222,1.52,3
424,597,1854,1.27,1
202,945,1445,0.58,0
141,311,317,3.81,4
467,980,443,4.04,0
190,647,164,4.66,3
79,37,1244,3.16,5
180,428,660,4.14,1
59,242,669,2.71,3
158,377,1982,3.81,4
228,936,1482,1.54,0
475,514,1770,2.66,1
287,600,1699,2.22,5
122,878,1131,3.21,1
447,241,1323,1.94,4
229,962,542,0.16,5
300,961,849,1.74,5
476,881,865,3.8,4
363,680,583,1.66,5
310,714,378,1.75,0
67,844,593,4.76,0
164,181,11,1.41,5
343,275,886,4.16,1
31,968,1351,3.58,1
252,11,50,0.55,4
382,854,1251,3.72,5
429,822,1426,3.28,3
403,713,25,0.87,3
461,638,734,2.56,4
486,252,1629,3.87,5
453,595,1421,4.42,5
476,831,575,0.27,5
329,805,657,3.91,0
54,20,1512,0.62,4
102,395,1187,0.25,1
337,148,1528,0.07,5
316,713,266,4.97,3
461,534,1451,3.92,0
131,51,1641,1.47,3
370,735,955,0.62,3
470,470,439,3.79,1
159,438,1178,1.39,2
496,520,1556,1.06,0
6,490,398,1.98,5
271,315,72,4.03,4
439,730,1065,4.94,2
233,245,1692,1.56,4
305,318,1978,0.16,1
327,271,1663,4.07,5
361,759,1388,1.76,1
330,904,733,4.22,5
193,765,209,3.13,1
279,683,314,2.69,3
275,114,1465,0.62,1
466,683,1222,1.79,3
132,702,367,0.59,4
365,904,657,0.02,3
195,401,1973,4.0,0
141,820,1963,0.78,5
270,934,537,0.47,3
258,99,1017,0.38,5
412,393,1532,2.98,2
362,832,1606,2.02,3
107,914,850,4.38,3
464,288,792,3.76,1
80,656,810,0.2,4
140,748,365,1.39,4
138,858,379,0.88,1
91,651,1227,3.46,5
393,680,95,4.93,5
145,635,1155,4.76,3
19,320,38,4.17,2
92,276,1810,0.2,3
361,257,627,1.35,4
128,888,1433,1.05,2
348,105,788,0.88,1
257,176,1613,3.05,3
318,476,1381,4.15,4
433,677,1252,3.7,3
93,98,1776,0.17,0
494,531,1086,1.61,4
456,620,119,2.56,2
253,322,981,2.61,3
392,148,1746,1.04,4
271,254,992,3.3,4
135,68,1051,4.01,4
57,814,1670,0.05,1
